Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
DRJ47,18.25,Low Fat,0.044500601,Hard Drinks,171.408,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.8796766028289364,Medium Sales,6
FDT50,6.75,Regular,0.181169873,Dairy,97.3752,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.4588208043565214,High Sales,15
FDV02,16.75,Low Fat,0.060545628,Dairy,172.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697522800314,High Sales,16
NCG18,15.3,Non-Consumable,0.023107874,Household,103.8332,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.8763482140224288,High Sales,6
FDW52,14,Regular,0.03752254,Frozen Foods,164.6526,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697591445006,Medium Sales,16
FDS40,15.35,Low Fat,0.014016743,Frozen Foods,36.019,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8712701600760242,Medium Sales,9
FDN31,11.5,Low Fat,0.073293783,Fruits and Vegetables,191.053,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.934890985136267,High Sales,6
FDA37,7.81,Regular,0.055338756,Canned,123.1046,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9241603405137025,High Sales,11
FDA15,9.3,Low Fat,0.01602239,Dairy,249.9092,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9296325971212365,High Sales,16
FDL39,16.1,Regular,0.063331355,Dairy,181.1318,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.874728795676841,High Sales,16
FDJ53,10.5,Low Fat,0.071402425,Frozen Foods,122.0098,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027637409285,Medium Sales,11
FDX22,6.785,Regular,0.022955693,Snack Foods,210.5928,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008607097096,High Sales,26
NCZ42,10.5,Non-Consumable,0.011310821,Household,238.7248,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9334952766529041,High Sales,11
FDD56,12.6,Regular,0.10327572,Fruits and Vegetables,176.2054,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8704928820493462,High Sales,28
FDD40,20.25,Regular,0.014877034,Dairy,193.5162,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9348909921954415,High Sales,6
FDS50,17,Low Fat,0.055387247,Dairy,220.6114,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.998238354702832,High Sales,26
NCN14,19.1,Non-Consumable,0.0958973393,Others,184.4608,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.909090909090909,Low Sales,26
FDT15,12.15,Regular,0.042646003,Meat,183.295,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008575520544,Medium Sales,26
NCS18,12.6,Non-Consumable,0.04200671,Household,108.0938,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317115461045,High Sales,28
NCO26,7.235,Non-Consumable,0.128640565,Household,114.6492,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5560143953332053,High Sales,15
FDF58,13.3,Low Fat,0.009620184,Snack Foods,61.451,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9354008995276971,High Sales,4
NCB19,6.525,Non-Consumable,0.090220566,Household,86.4882,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9215224100239927,High Sales,26
FDH26,19.25,Regular,0.034896013,Canned,141.0496,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9275067717723667,High Sales,6
DRB24,12.6,Low Fat,0.020477579,Soft Drinks,152.8656,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.994231694127007,Low Sales,28
FDA49,19.7,Low Fat,0.065186228,Canned,86.3198,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8782920677877584,High Sales,4
FDB32,20.6,Low Fat,0.023500502,Fruits and Vegetables,95.5778,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027612548,High Sales,11
FDI36,12.5,Regular,0.06009621077777778,Baking Goods,196.7426,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9,Low Sales,6
NCA17,20.6,Non-Consumable,0.076020756,Health and Hygiene,149.3392,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.6045466496532346,Low Sales,15
FDH22,6.405,Low Fat,0.13618752,Snack Foods,125.1678,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9982383491679567,High Sales,26
NCM26,20.5,Non-Consumable,0.022511251666666666,Others,153.334,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8999999999999999,Low Sales,4
FDT15,12.6,Regular,0.042474835,Meat,183.295,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.870492885684551,Medium Sales,28
FDB16,8.21,Low Fat,0.045108792,Dairy,87.0198,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,1.0031395344444514,High Sales,4
NCP54,12.6,Non-Consumable,0.034979457,Household,123.473,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9942317215002583,High Sales,28
FDJ36,14.5,Regular,0.128153336,Baking Goods,102.3332,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589873581271,Low Sales,26
FDO28,5.765,Low Fat,0.072444983,Frozen Foods,119.7098,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9271417301783655,Medium Sales,11
FDU09,7.71,Regular,0.066541719,Snack Foods,54.2956,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9207600502816232,High Sales,26
FDF29,15.1,Regular,0.020046943,Frozen Foods,128.831,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9348909843635239,Medium Sales,6
FDY08,9.395,Regular,0.170932857,Fruits and Vegetables,140.5838,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008658819565,High Sales,26
DRJ59,11.65,Low Fat,0.019451167,Hard Drinks,37.0164,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9363245381594595,Medium Sales,4
FDT23,12.6,Regular,0.074369587,Breads,79.3986,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9251308175247014,High Sales,28
FDU15,13.65,Regular,0.026710454,Meat,37.8532,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8878286881051227,Medium Sales,4
FDT47,5.26,Regular,0.024488439,Breads,96.8068,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9322695334359281,High Sales,26
FDI53,12.6,Regular,0.1332574374,Frozen Foods,162.8236,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,0.9090909090909093,Medium Sales,28
FDR59,14.5,Regular,0.064123704,Breads,262.3594,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9334195328751586,High Sales,4
FDD53,16.2,Low Fat,0.044214135,Frozen Foods,40.4454,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8712006458607175,Medium Sales,9
FDY51,12.5,Low Fat,0.081593757,Meat,219.8798,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047208902229905,Medium Sales,6
FDT04,17.25,Low Fat,0.107208159,Frozen Foods,37.9822,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9533989721051049,Medium Sales,14
FDU51,20.2,Regular,0.096663729,Meat,176.9028,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.0006230400490406,Medium Sales,14
FDG14,9,Regular,0.050491164,Canned,151.7024,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9988808351210947,High Sales,9
NCU06,17.6,Non-Consumable,0.074557961,Household,231.001,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9158611251906994,High Sales,11
DRG25,10.5,Low Fat,0.019049691,Soft Drinks,186.024,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697552574391,Low Sales,16
DRH49,19.7,Low Fat,0.024650932,Soft Drinks,83.6592,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8830757698954934,Low Sales,9
FDN15,17.5,Low Fat,0.016730894,Meat,139.018,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8712701602574213,Medium Sales,9
FDL43,10.1,Low Fat,0.02717463,Meat,76.267,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9260469351626326,Medium Sales,4
NCT18,14.6,Non-Consumable,0.059497511,Household,182.4976,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887575468431,High Sales,14
NCB31,6.235,Non-Consumable,0.118575601,Household,260.991,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9215224095291201,High Sales,26
FDK57,10.195,Low Fat,0.080277707,Snack Foods,119.144,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,1.0113668427680438,High Sales,9
FDY04,12.6,Regular,0.074370772,Frozen Foods,162.921,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.6148105928477683,Medium Sales,28
NCP54,15.35,Non-Consumable,0.03514967,Household,121.673,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9990697372536682,High Sales,16
FDF41,12.15,Low Fat,0.131070648,Frozen Foods,244.346,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.874000867062987,Medium Sales,26
FDM01,7.895,Regular,0.08281036375,Breakfast,102.4332,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.888888888888889,Medium Sales,11
FDW03,5.63,Regular,0.024591047,Meat,104.3306,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027675563871,Medium Sales,11
FDF28,15.7,Regular,0.037941512,Frozen Foods,122.8046,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027724394312,Medium Sales,11
FDY37,17,Regular,0.026719159,Canned,142.047,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9348909811776239,High Sales,6
FDQ03,15,Regular,0.078455536,Meat,237.3248,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.8886502987214469,Medium Sales,6
FDP51,12.6,Regular,0.08486204,Meat,120.0124,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9178236836680762,Medium Sales,28
FDJ40,13.6,Regular,0.049869757,Frozen Foods,110.9912,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.004720901699397,Medium Sales,6
FDC32,18.35,Low Fat,0.099263089,Fruits and Vegetables,93.4462,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887588297175,High Sales,14
DRI49,12.6,Low Fat,0.182618653,Soft Drinks,81.6276,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.994231710836468,Low Sales,28
NCW54,7.5,Non-Consumable,0.096958614,Household,55.3588,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0255677776897854,High Sales,6
FDF09,6.215,Low Fat,0.012217624,Fruits and Vegetables,37.7848,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9348909626755304,High Sales,6
FDP45,15.7,Regular,0.030749596,Snack Foods,250.6724,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9260469283784291,High Sales,4
DRJ23,18.35,Low Fat,0.041838623,Hard Drinks,187.1872,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9363245481894172,Medium Sales,4
FDS59,14.8,Regular,0.044141726,Breads,111.157,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.879676619923381,High Sales,6
FDY08,9.395,Regular,0.171075221,Fruits and Vegetables,138.9838,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8747287906440776,High Sales,16
FDX16,17.85,Low Fat,0.065912362,Frozen Foods,147.805,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9349353508799735,Medium Sales,14
FDY16,18.35,Regular,0.092602446,Frozen Foods,184.7266,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9538806563562365,Medium Sales,4
FDK32,16.25,Regular,0.0474625495,Fruits and Vegetables,152.8682,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8888888888888888,High Sales,9
FDQ22,16.75,Low Fat,0.029714904,Snack Foods,39.3822,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9982383589177112,High Sales,26
NCC31,8.02,Non-Consumable,0.019951406,Household,155.9972,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8749149599284758,High Sales,4
FDG58,10.695,Regular,0.086916126,Snack Foods,153.7972,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9344966498021995,High Sales,14
DRF48,5.73,Low Fat,0.051758358,Soft Drinks,189.0898,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,1.0499553570742766,Low Sales,26
DRH36,16.2,Low Fat,0.033431957,Soft Drinks,73.3696,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.926184783471923,Low Sales,14
NCR30,20.6,Non-Consumable,0.070979549,Household,75.5696,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8712701381311124,High Sales,9
FDB03,12.6,Regular,0.274592283,Dairy,242.2538,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315371993220745,High Sales,28
FDZ28,12.6,Regular,0.051243144,Frozen Foods,126.1678,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8672149541749407,Medium Sales,28
FDR35,12.5,Low Fat,0.020814797,Breads,198.4742,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047208765928808,High Sales,6
DRD15,12.6,Low Fat,0.056520886,Dairy,232.6642,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8704928781553687,High Sales,28
FDJ33,12.6,Regular,0.154640734,Snack Foods,124.273,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.531537199651261,High Sales,28
FDA56,9.21,Low Fat,0.014670454,Fruits and Vegetables,120.2414,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5560143408158025,High Sales,15
FDP56,8.185,Low Fat,0.046484138,Fruits and Vegetables,47.9692,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.922289921733233,High Sales,16
NCT30,9.1,Non-Consumable,0.08029289,Household,48.1718,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8747287948097334,High Sales,16
FDK15,10.8,Low Fat,0.098970494,Meat,100.3042,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.8796766178059305,Medium Sales,6
FDH44,19.1,Regular,0.024944120222222223,Fruits and Vegetables,146.9418,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9,High Sales,4
FDV01,19.2,Regular,0.084879879,Canned,154.6314,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8828472942720286,High Sales,26
DRG03,14.5,Low Fat,0.062337196,Dairy,152.4998,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9348909902832585,High Sales,6
FDG50,12.6,Low Fat,0.015197838,Canned,89.7146,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8585272301783666,High Sales,28
FDR16,5.845,Regular,0.175778605,Frozen Foods,214.9218,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5717317066261887,Medium Sales,15
FDZ60,20.5,Low Fat,0.119361811,Baking Goods,107.8596,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.914007496034205,Low Sales,16
DRG03,14.5,Low Fat,0.062112285,Dairy,154.2998,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.931517927633543,High Sales,11
FDS56,5.785,Regular,0.038914743,Fruits and Vegetables,264.0252,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9334195277276163,High Sales,4
FDU33,7.63,Regular,0.134982959,Snack Foods,45.2402,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027645046368,High Sales,11
DRD27,18.75,Low Fat,0.023835413,Dairy,99.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9491963685709085,High Sales,9
FDW22,9.695,Regular,0.026532292125,Snack Foods,223.1114,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.888888888888889,High Sales,16
DRA24,19.35,Regular,0.040009212,Soft Drinks,163.2868,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8765027643954147,Low Sales,11
FDF38,11.8,Regular,0.026398984,Canned,38.9138,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.0006230255175894,High Sales,14
FDX48,17.75,Regular,0.037856364000000003,Baking Goods,154.3656,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008600015584,Low Sales,26
FDS58,9.285,Regular,0.021092185,Snack Foods,160.8578,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9286023026031777,High Sales,4
FDC32,18.35,Low Fat,0.099109001,Fruits and Vegetables,92.9462,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8747287894188265,High Sales,16
NCQ29,12,Non-Consumable,0.104441517,Health and Hygiene,261.7278,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.8736759266520601,Low Sales,11
DRK39,7.02,Low Fat,0.05006853,Dairy,84.025,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.963242307878847,High Sales,4
NCS38,8.6,Non-Consumable,0.090701591,Household,114.2176,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9633623626796309,High Sales,6
DRO47,10.195,Low Fat,0.112131275,Hard Drinks,112.086,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9322695537844327,Medium Sales,26
DRG27,12.6,Low Fat,0.104601689,Dairy,42.3138,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9207846285296842,High Sales,28
FDC57,12.6,Regular,0.054330154,Fruits and Vegetables,191.482,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8704928752899648,High Sales,28
FDS55,7.02,Low Fat,0.081164178,Fruits and Vegetables,146.7734,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.8717753312116182,High Sales,16
NCJ06,20.1,Non-Consumable,0.034793779,Household,119.8782,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.878292059293234,High Sales,4
FDO01,12.6,Regular,0.036275691,Breakfast,129.5994,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315372125105566,Medium Sales,28
NCM55,15.6,Non-Consumable,0.066861456,Others,185.7924,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9315179248163261,Low Sales,11
FDC52,11.15,Regular,0.008292773,Dairy,152.2708,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.926252775129872,High Sales,14
FDQ15,20.35,Regular,0.151379828,Meat,80.1276,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9349382501916046,Medium Sales,11
NCT30,12.6,Non-Consumable,0.079904068,Household,47.5718,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8704928805282134,High Sales,28
NCR42,12.6,Non-Consumable,0.038295533,Household,32.39,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8672149490651089,High Sales,28
FDD28,10.695,Low Fat,0.04591141722222222,Frozen Foods,57.8904,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8181818181818182,Medium Sales,9
FDQ34,10.85,Low Fat,0.162494861,Snack Foods,104.5622,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.9237238313789718,High Sales,14
FDZ12,12.6,Low Fat,0.102480138,Baking Goods,142.747,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9344755747129182,Low Sales,28
DRE13,12.6,Low Fat,0.048508058,Soft Drinks,86.1198,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315372112296641,Low Sales,28
NCN07,12.6,Non-Consumable,0.059432784,Others,133.0284,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315371951908305,Low Sales,28
FDM28,15.7,Low Fat,0.045195307,Frozen Foods,180.766,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633941958109,Medium Sales,9
FDI10,8.51,Regular,0.078847814,Snack Foods,171.5422,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047208983491098,High Sales,6
FDQ25,8.63,Regular,0.028253161,Canned,170.4422,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589943117889,High Sales,26
FDA38,5.44,Low Fat,0.042648161,Dairy,241.5538,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.464116657551561,High Sales,15
DRI13,15.35,Low Fat,0.020358565,Soft Drinks,216.5508,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.000623043565884,Low Sales,14
FDY20,12.6,Regular,0.081356869,Fruits and Vegetables,90.2488,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.9178236870459578,High Sales,28
NCZ53,9.6,Non-Consumable,0.024472537,Health and Hygiene,187.2214,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9294568068557304,Low Sales,9
NCM31,6.095,Non-Consumable,0.081129049,Others,143.8154,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9322492435267785,Low Sales,26
DRB01,7.39,Low Fat,0.082704564,Soft Drinks,189.053,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.9219818317571234,Low Sales,6
DRF37,17.25,Low Fat,0.084332638,Soft Drinks,262.091,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,1.0511340401508853,Low Sales,16
NCF42,17.35,Non-Consumable,0.167643297,Household,177.1712,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,0.8760887609023147,High Sales,14
FDF16,7.3,Low Fat,0.08648324,Frozen Foods,148.9076,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8782920705230696,Medium Sales,4
FDB41,19,Regular,0.097232147,Frozen Foods,47.8718,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.8740008642610709,Medium Sales,26
FDR34,17,Regular,0.015952023,Snack Foods,227.3352,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9215224338956012,High Sales,26
FDR15,9.3,Regular,0.033574204,Meat,155.7314,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8782920802602673,Medium Sales,4
NCV42,12.6,Non-Consumable,0.05501583,Household,111.8228,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.531537204739483,High Sales,28
FDW51,6.155,Regular,0.094641972,Meat,212.056,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.929456819101538,Medium Sales,9
FDU36,6.15,Low Fat,0.046532678,Baking Goods,97.2384,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.929552210474695,Low Sales,6
FDX60,14.35,Low Fat,0.080719435,Baking Goods,80.996,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.0006230338263205,Low Sales,14
FDY03,17.6,Regular,0.076107437,Meat,113.0202,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.8745633916119824,Medium Sales,9
FDW55,12.6,Regular,0.022014451,Fruits and Vegetables,248.2092,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9610817365201044,High Sales,11
FDT01,13.65,Regular,0.308258994,Canned,213.0902,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.562460901578712,High Sales,15
FDG58,10.695,Regular,0.086708987,Snack Foods,154.6972,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9322695521340019,High Sales,26
FDK21,7.905,Low Fat,0.010068952,Snack Foods,249.4408,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,0.93489093867125,High Sales,6
NCS41,12.6,Non-Consumable,0.093573569,Health and Hygiene,182.4608,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5475739410052118,Low Sales,28
FDS10,19.2,Low Fat,0.035256945,Snack Foods,181.7318,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9353771612282726,High Sales,11
NCT53,5.4,Non-Consumable,0.048116258,Health and Hygiene,164.9526,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.883434328195424,Low Sales,16
FDJ28,12.3,Low Fat,0.021950037,Frozen Foods,190.7162,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9363245390649453,Medium Sales,4
FDX44,9.3,Low Fat,0.043053682,Fruits and Vegetables,87.6172,OUT045,2002,Small,Tier 2,Supermarket Type1,NA,test,0.9241603495948081,High Sales,11
FDT20,10.5,Low Fat,0.041564073,Fruits and Vegetables,38.4164,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.9334195385055007,High Sales,4
FDO44,12.6,Low Fat,0.087947879,Fruits and Vegetables,109.9228,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0211268230776216,High Sales,6
NCX17,21.25,Non-Consumable,0.113780055,Health and Hygiene,234.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,NA,test,1.0006230366036313,Low Sales,14
FDY01,11.8,Regular,0.171246685,Canned,116.5834,OUT017,2007,Small,Tier 2,Supermarket Type1,NA,test,1.0047208942470094,High Sales,6
FDJ12,12.6,Regular,0.038852056,Baking Goods,209.5296,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.925130819116136,Low Sales,28
DRK35,8.365,Low Fat,0.072139167,Hard Drinks,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,NA,test,0.8782920657509646,Medium Sales,4
FDD47,12.6,Regular,0.249342884,Starchy Foods,168.5448,OUT019,1985,Small,Tier 1,Grocery Store,NA,test,1.5315371976590266,High Sales,28
NCM53,18.75,Non-Consumable,0.052031075,Health and Hygiene,106.228,OUT035,2004,Small,Tier 2,Supermarket Type1,NA,test,0.9294568220432426,Low Sales,9
FDO45,13.15,Regular,0.037921193,Snack Foods,87.3856,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589806504904,High Sales,26
NCM42,6.13,Non-Consumable,0.047404371,Household,109.3912,OUT010,1998,Small,Tier 3,Grocery Store,NA,test,1.5560143778081195,High Sales,15
FDE04,19.75,Regular,0.017384740444444446,Frozen Foods,179.666,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9,Medium Sales,16
NCI30,12.6,Non-Consumable,0.058650124,Household,247.846,OUT027,1985,Medium,Tier 3,Supermarket Type3,NA,test,0.8704928790315457,High Sales,28
FDZ19,6.425,Low Fat,0.093377128,Fruits and Vegetables,174.6712,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9288589865442191,High Sales,26
FDW57,8.31,Regular,0.115581112,Snack Foods,177.5028,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,1.013948657438084,High Sales,26
FDA25,16.5,Regular,0.06630265011111111,Canned,102.299,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9,High Sales,26
FDT22,10.395,Low Fat,0.112097216,Snack Foods,59.022,OUT046,1997,Small,Tier 1,Supermarket Type1,NA,test,0.9222899140268148,High Sales,16
FDP51,13.85,Regular,0.085204025,Meat,118.9124,OUT013,1987,High,Tier 3,Supermarket Type1,NA,test,0.9215224155446518,Medium Sales,26
