Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
FDH50,15,Regular,0.162093059,182.5266,OUT018,Medium,Tier 3,Supermarket Type2,1290.9862,1.0191530940224955,High Sales,4
FDS40,12.6,Low Fat,0.024546148,34.619,OUT019,Small,Tier 1,Grocery Store,36.619,1.5257700235503913,Medium Sales,28
FDZ60,12.6,Low Fat,0.118783796,108.5596,OUT027,Medium,Tier 3,Supermarket Type3,1725.7536,0.9095813731529074,Low Sales,28
FDG38,8.975,Regular,0.052836076,86.6224,OUT045,Small,Tier 2,Supermarket Type1,1619.2256,0.9353771610811715,High Sales,11
FDG31,12.15,Low Fat,0.037889224,64.7826,OUT035,Small,Tier 2,Supermarket Type1,904.1564,0.8712701264020206,Medium Sales,9
FDS39,6.895,Low Fat,0.022587621,143.7812,OUT017,Small,Tier 2,Supermarket Type1,1994.7368,0.9348910006746493,Medium Sales,6
FDL22,12.6,Low Fat,0.036213953,92.5488,OUT027,Medium,Tier 3,Supermarket Type3,2625.9152,0.9178236805046007,High Sales,28
FDQ20,8.325,Low Fat,0.029779207,39.3138,OUT035,Small,Tier 2,Supermarket Type1,974.7312,0.9294568319372452,High Sales,9
DRB24,8.785,Low Fat,0.020693619,153.1656,OUT017,Small,Tier 2,Supermarket Type1,1853.5872,1.0047209133457047,Low Sales,6
DRI51,12.6,Low Fat,0.042037073,172.6764,OUT027,Medium,Tier 3,Supermarket Type3,6183.9504,0.9287446628185704,High Sales,28
FDJ60,19.35,Regular,0.062516602,163.9184,OUT035,Small,Tier 2,Supermarket Type1,3137.2496,0.9294568159544849,Low Sales,9
FDB40,17.5,Regular,0.012620221,144.8102,OUT010,Small,Tier 3,Grocery Store,291.6204,1.5422992921129086,High Sales,15
FDO15,16.75,Regular,0.008615,72.4038,OUT017,Small,Tier 2,Supermarket Type1,739.038,0.8796765632985948,Medium Sales,6
FDI53,8.895,Regular,0.137618927,161.5236,OUT035,Small,Tier 2,Supermarket Type1,1772.3596,0.9388452749470737,Medium Sales,9
FDZ14,7.71,Regular,0.047588696,122.4756,OUT046,Small,Tier 1,Supermarket Type1,605.878,0.9222899181507125,High Sales,16
NCD54,12.6,Non-Consumable,0.050790917,142.7786,OUT019,Small,Tier 1,Grocery Store,144.4786,1.6148105890803641,High Sales,28
FDF28,15.7,Regular,0.037864721,124.1046,OUT046,Small,Tier 1,Supermarket Type1,1120.5414,0.8747287913603853,Medium Sales,16
FDD39,16.7,Low Fat,0.070551723,217.685,OUT017,Small,Tier 2,Supermarket Type1,2163.85,0.9275067583456746,High Sales,6
NCN54,20.35,Non-Consumable,0.021326471,76.1328,OUT046,Small,Tier 1,Supermarket Type1,772.328,0.922289908957849,High Sales,16
NCO41,12.5,Non-Consumable,0.018955479,100.1384,OUT017,Small,Tier 2,Supermarket Type1,2167.8448,0.934890986009941,Low Sales,6
FDH45,15.1,Regular,0.105666833,41.6796,OUT046,Small,Tier 1,Supermarket Type1,495.3552,0.9222899138096412,High Sales,16
NCD55,14,Non-Consumable,0.040725405,43.4454,OUT010,Small,Tier 3,Grocery Store,41.9454,1.5560143880304136,High Sales,15
DRK35,8.365,Low Fat,0.072252888,39.6506,OUT017,Small,Tier 2,Supermarket Type1,834.9132,0.8796766153120825,Medium Sales,6
FDM25,10.695,Regular,0.061008889,177.5712,OUT017,Small,Tier 2,Supermarket Type1,2636.568,0.8764947306645388,Medium Sales,6
NCW30,5.21,Non-Consumable,0.011007815,259.5962,OUT035,Small,Tier 2,Supermarket Type1,2848.9582,0.9988808340341425,High Sales,9
FDU15,13.65,Regular,0.025070953400000002,37.9532,OUT045,Small,Tier 2,Supermarket Type1,575.2512,0.8333333333333334,Medium Sales,11
DRN35,8.01,Low Fat,0.070247589,37.5532,OUT046,Small,Tier 1,Supermarket Type1,1366.2216,0.9296326043491178,Medium Sales,16
FDN28,5.88,Regular,0.030294931,104.099,OUT049,Medium,Tier 1,Supermarket Type1,412.796,1.0006230374789051,Medium Sales,14
NCK29,5.615,Non-Consumable,0.210511558,121.373,OUT010,Small,Tier 3,Grocery Store,123.173,1.675149782487632,Low Sales,15
FDA49,19.7,Low Fat,0.0650227,87.0198,OUT049,Medium,Tier 1,Supermarket Type1,697.7584,0.8760887596708783,High Sales,14
FDE40,12.6,Regular,0.173587926,60.0194,OUT019,Small,Tier 1,Grocery Store,123.8388,1.6200200426096658,High Sales,28
FDD52,18.25,Regular,0.183579854,110.857,OUT049,Medium,Tier 1,Supermarket Type1,1977.426,1.0006230345471216,High Sales,14
FDZ31,15.35,Regular,0.113678422,189.7504,OUT018,Medium,Tier 3,Supermarket Type2,2492.7552,1.01915309734941,High Sales,4
FDA13,12.6,Low Fat,0.078174543,39.9506,OUT027,Medium,Tier 3,Supermarket Type3,721.0614,0.8704928837244507,High Sales,28
FDU08,10.3,Low Fat,0.027292686,101.2042,OUT013,High,Tier 3,Supermarket Type1,396.8168,0.9982383503717569,High Sales,26
FDU15,13.65,Regular,0.026602089,35.1532,OUT046,Small,Tier 1,Supermarket Type1,790.9704,0.8842267442449955,Medium Sales,16
FDD45,8.615,Low Fat,0.116226984,95.9436,OUT035,Small,Tier 2,Supermarket Type1,2741.7644,0.8840151454740321,High Sales,9
FDY50,5.8,Low Fat,0.131221393,87.8172,OUT045,Small,Tier 2,Supermarket Type1,1070.6064,1.0170768274686708,High Sales,11
FDD08,8.3,Low Fat,0.035409328,36.2506,OUT049,Medium,Tier 1,Supermarket Type1,834.9132,0.8760887650684127,High Sales,14
NCE30,16,Non-Consumable,0.09645156222222222,210.4902,OUT045,Small,Tier 2,Supermarket Type1,3610.6334,0.9,High Sales,11
FDB05,5.155,Low Fat,0.083327693,247.2776,OUT049,Medium,Tier 1,Supermarket Type1,5944.2624,0.9237238347474939,Medium Sales,14
FDS09,8.895,Regular,0.08125293,49.8008,OUT045,Small,Tier 2,Supermarket Type1,1062.6168,0.9241603414474482,High Sales,11
FDZ07,15.1,Regular,0.0885665866,63.7194,OUT018,Medium,Tier 3,Supermarket Type2,1362.2268,0.8333333333333333,High Sales,4
FDS57,15.5,Low Fat,0.103422709,144.847,OUT035,Small,Tier 2,Supermarket Type1,1717.764,0.9252576045615503,High Sales,9
FDX28,6.325,Low Fat,0.125688044,100.9042,OUT018,Medium,Tier 3,Supermarket Type2,2083.2882,1.054381826410501,Medium Sales,4
FDN56,12.6,Regular,0.187443314,145.8786,OUT019,Small,Tier 1,Grocery Store,288.9572,1.531537202269987,High Sales,28
FDX44,9.3,Low Fat,0.04295842,89.3172,OUT035,Small,Tier 2,Supermarket Type1,2051.9956,0.9221155218557286,High Sales,9
NCF19,12.6,Non-Consumable,0.034938717,49.0034,OUT027,Medium,Tier 3,Supermarket Type3,826.2578,0.8704928849916085,High Sales,28
NCA17,20.6,Non-Consumable,0.045603215,149.2392,OUT018,Medium,Tier 3,Supermarket Type2,4026.7584,0.9625329935112213,Low Sales,4
FDY40,15.5,Regular,0.085834992,49.6692,OUT046,Small,Tier 1,Supermarket Type1,788.3072,0.8838420764014964,Medium Sales,16
NCX54,9.195,Non-Consumable,0.048050783,105.6622,OUT035,Small,Tier 2,Supermarket Type1,1693.7952,0.9294568131409852,High Sales,9
FDK28,5.695,Low Fat,0.065589906,258.2646,OUT046,Small,Tier 1,Supermarket Type1,5410.9566,0.9296326025460359,Medium Sales,16
FDI32,12.6,Low Fat,0.173529036,113.2834,OUT027,Medium,Tier 3,Supermarket Type3,4376.9692,0.8797970662330198,High Sales,28
FDT11,5.94,Regular,0.029492018,188.0556,OUT018,Medium,Tier 3,Supermarket Type2,938.778,0.8782920778177383,High Sales,4
FDO32,6.36,Low Fat,0.121225455,45.906,OUT017,Small,Tier 2,Supermarket Type1,1118.544,0.9348909854450754,High Sales,6
DRJ01,12.6,Low Fat,0.114475357,160.9236,OUT027,Medium,Tier 3,Supermarket Type3,2255.7304,0.9251308201298856,Low Sales,28
FDW02,4.805,Regular,0.03667857255555556,123.9704,OUT045,Small,Tier 2,Supermarket Type1,2253.0672,0.9,High Sales,11
NCK30,14.85,Non-Consumable,0.060927824,254.8698,OUT013,High,Tier 3,Supermarket Type1,4819.7262,0.928858993510095,High Sales,26
NCM43,14.5,Non-Consumable,0.019459164,161.621,OUT013,High,Tier 3,Supermarket Type1,2120.573,0.8740008754936577,Low Sales,26
FDJ14,10.3,Regular,0.050070476,77.896,OUT046,Small,Tier 1,Supermarket Type1,1278.336,1.0115581204597892,High Sales,16
FDE59,12.15,Low Fat,0.06227604,37.9532,OUT035,Small,Tier 2,Supermarket Type1,1078.596,0.9294568238567171,High Sales,9
FDN10,11.5,Low Fat,0.046217345,120.3124,OUT045,Small,Tier 2,Supermarket Type1,474.0496,0.927141730975585,High Sales,11
NCC18,19.1,Non-Consumable,0.177270016,174.0422,OUT046,Small,Tier 1,Supermarket Type1,1724.422,0.8713654018005579,High Sales,16
FDN34,12.6,Regular,0.080127283,168.7132,OUT019,Small,Tier 1,Grocery Store,338.2264,1.661621871024462,High Sales,28
FDU12,15.5,Regular,0.076059648,265.1568,OUT018,Medium,Tier 3,Supermarket Type2,2109.2544,0.8782920693562349,Low Sales,4
FDR33,7.31,Low Fat,0.026788937,110.357,OUT046,Small,Tier 1,Supermarket Type1,3185.853,0.874728800863045,High Sales,16
FDP33,18.7,Low Fat,0.089197963,257.3672,OUT013,High,Tier 3,Supermarket Type1,2045.3376,0.8710498557451761,High Sales,26
FDT49,7,Low Fat,0.151279591,107.028,OUT013,High,Tier 3,Supermarket Type1,2876.256,0.9324365410727354,High Sales,26
FDK02,12.5,Low Fat,0.112203445,121.144,OUT035,Small,Tier 2,Supermarket Type1,1438.128,0.8712701359010687,High Sales,9
NCM07,9.395,Non-Consumable,0.039961837,84.0908,OUT046,Small,Tier 1,Supermarket Type1,419.454,0.9222899147387247,Low Sales,16
FDX38,10.5,Regular,0.048207017,45.9376,OUT046,Small,Tier 1,Supermarket Type1,575.2512,0.8710305880603736,High Sales,16
FDS56,5.785,Regular,0.064871045,262.1252,OUT010,Small,Tier 3,Grocery Store,786.9756,1.5560143924655223,High Sales,15
FDU26,16.7,Regular,0.042685217,120.7782,OUT049,Medium,Tier 1,Supermarket Type1,1072.6038,0.8760887582077103,High Sales,14
FDR16,5.845,Regular,0.105181277,214.4218,OUT049,Medium,Tier 1,Supermarket Type1,5343.045,0.9404827624177122,Medium Sales,14
FDA58,9.395,Low Fat,0.103751236,235.8932,OUT046,Small,Tier 1,Supermarket Type1,942.7728,1.0153834062740605,High Sales,16
FDI26,5.94,Low Fat,0.035028853,179.8344,OUT018,Medium,Tier 3,Supermarket Type2,1249.0408,0.9260469340547925,High Sales,4
FDU36,6.15,Low Fat,0.046262201,97.8384,OUT035,Small,Tier 2,Supermarket Type1,2069.3064,0.924149072206303,Low Sales,9
FDG60,20.35,Low Fat,0.060688248,234.2616,OUT035,Small,Tier 2,Supermarket Type1,4687.232,0.9294568257699652,Low Sales,9
FDH14,17.1,Regular,0.078347922,141.8838,OUT010,Small,Tier 3,Grocery Store,280.9676,1.4641166685298286,High Sales,15
FDQ37,12.6,Low Fat,0.088828418,192.2478,OUT027,Medium,Tier 3,Supermarket Type3,7943.6598,0.8704928751309768,Medium Sales,28
FDW23,5.765,Low Fat,0.081944045,36.7164,OUT013,High,Tier 3,Supermarket Type1,849.5608,0.9215224161320453,Low Sales,26
FDM03,12.65,Low Fat,0.123726711,107.7938,OUT017,Small,Tier 2,Supermarket Type1,2251.0698,1.0705071522391696,Medium Sales,6
FDB58,10.5,Regular,0.013485235,140.0154,OUT013,High,Tier 3,Supermarket Type1,3119.9388,0.8740008759429583,High Sales,26
FDR09,18.25,Low Fat,0.077659918,260.2962,OUT013,High,Tier 3,Supermarket Type1,1035.9848,0.8740008608501163,High Sales,26
FDR48,11.65,Low Fat,0.1239852152,149.8024,OUT018,Medium,Tier 3,Supermarket Type2,1821.6288,0.8333333333333334,Low Sales,4
FDZ52,19.2,Low Fat,0.100074524,110.2886,OUT046,Small,Tier 1,Supermarket Type1,778.3202,0.9296326006674739,Medium Sales,16
DRD60,15.7,Low Fat,0.037289996,182.7634,OUT049,Medium,Tier 1,Supermarket Type1,3453.5046,0.9237238264459233,Low Sales,14
FDJ14,10.3,Regular,0.050028809,80.096,OUT013,High,Tier 3,Supermarket Type1,239.688,1.0107163351289448,High Sales,26
NCY29,13.65,Non-Consumable,0.077234113,56.893,OUT046,Small,Tier 1,Supermarket Type1,1188.453,0.874728791037537,Low Sales,16
NCP41,16.6,Non-Consumable,0.016197216,108.8596,OUT013,High,Tier 3,Supermarket Type1,970.7364,0.8740008844034985,Low Sales,26
FDK46,9.6,Low Fat,0.051571772,258.462,OUT045,Small,Tier 2,Supermarket Type1,4673.916,0.9344170182429227,High Sales,11
FDI48,11.85,Regular,0.055672032,50.5666,OUT013,High,Tier 3,Supermarket Type1,922.7988,0.9240453446518642,Low Sales,26
FDX48,12.6,Regular,0.066336811,154.1656,OUT019,Small,Tier 1,Grocery Store,617.8624,1.531537203725134,Low Sales,28
NCI29,8.6,Non-Consumable,0.032672263,141.2154,OUT049,Medium,Tier 1,Supermarket Type1,709.077,0.9310779385038751,Low Sales,14
FDL51,20.7,Regular,0.047491371,213.9876,OUT046,Small,Tier 1,Supermarket Type1,2143.876,0.9222899132197308,High Sales,16
FDU21,11.8,Regular,0.077154417,35.7558,OUT017,Small,Tier 2,Supermarket Type1,577.2486,0.8796766134974383,High Sales,6
FDA08,12.6,Regular,0.087692636,162.5526,OUT019,Small,Tier 1,Grocery Store,328.9052,1.6192315962387251,High Sales,28
FDK03,12.6,Regular,0.074221559,255.9356,OUT018,Medium,Tier 3,Supermarket Type2,4832.3764,0.9334195368883382,High Sales,4
DRH39,20.7,Low Fat,0.092834313,77.667,OUT049,Medium,Tier 1,Supermarket Type1,2220.443,0.9614163026777778,High Sales,14
NCR18,15.85,Non-Consumable,0.020571083,41.6112,OUT018,Medium,Tier 3,Supermarket Type2,255.6672,1.0031395407687795,High Sales,4
NCX42,6.36,Non-Consumable,0.005978595,163.6526,OUT046,Small,Tier 1,Supermarket Type1,1151.1682,0.9222898416615664,High Sales,16
FDR15,9.3,Regular,0.033489979,156.6314,OUT049,Medium,Tier 1,Supermarket Type1,1241.0512,0.8760887770796492,Medium Sales,14
FDN60,12.6,Low Fat,0.166609517,157.6604,OUT019,Small,Tier 1,Grocery Store,316.9208,1.6148105906406467,Low Sales,28
FDH24,20.7,Low Fat,0.021552357,157.0288,OUT017,Small,Tier 2,Supermarket Type1,2985.4472,0.9275067557855603,Low Sales,6
FDY50,12.6,Low Fat,0.130321652,88.7172,OUT027,Medium,Tier 3,Supermarket Type3,3301.0364,1.0101030734114838,High Sales,28
FDT26,18.85,Regular,0.068059156,120.344,OUT049,Medium,Tier 1,Supermarket Type1,1797.66,1.0006230392809086,High Sales,14
NCC30,16.6,Non-Consumable,0.027573983,176.6344,OUT035,Small,Tier 2,Supermarket Type1,2676.516,0.9294568253974805,High Sales,9
NCE43,12.5,Non-Consumable,0.103442268,170.8448,OUT046,Small,Tier 1,Supermarket Type1,4942.8992,0.8747287887551439,High Sales,16
DRK39,7.02,Low Fat,0.042528407,83.825,OUT017,Small,Tier 2,Supermarket Type1,1414.825,0.8181818181818182,High Sales,6
FDL16,12.85,Low Fat,0.168312678,45.906,OUT013,High,Tier 3,Supermarket Type1,885.514,0.8740008622244033,Medium Sales,26
FDQ36,7.855,Regular,0.162205516,36.2848,OUT018,Medium,Tier 3,Supermarket Type2,1155.8288,1.0551104609807,Low Sales,4
FDS34,19.35,Regular,0.076744561,113.4518,OUT035,Small,Tier 2,Supermarket Type1,1593.9252,0.9988808292691134,High Sales,9
FDN32,17.5,Low Fat,0.015591925,184.8266,OUT045,Small,Tier 2,Supermarket Type1,2766.399,0.940927206319169,High Sales,11
FDZ23,17.75,Regular,0.067639698,187.624,OUT045,Small,Tier 2,Supermarket Type1,1491.392,0.8765027690224872,Low Sales,11
DRL49,13.15,Low Fat,0.056516756,143.4812,OUT049,Medium,Tier 1,Supermarket Type1,854.8872,0.876088758552579,Low Sales,14
FDG33,5.365,Regular,0.140213762,173.7764,OUT035,Small,Tier 2,Supermarket Type1,4637.9628,0.8745633911188619,High Sales,9
FDG04,13.1,Low Fat,0.006075007,187.5898,OUT045,Small,Tier 2,Supermarket Type1,2432.1674,0.9241603064621913,Medium Sales,11
FDR04,7.075,Low Fat,0.022612742,97.0068,OUT045,Small,Tier 2,Supermarket Type1,1944.136,0.9353771824506297,Medium Sales,11
FDF52,9.3,Low Fat,0.066770664,180.5292,OUT035,Small,Tier 2,Supermarket Type1,2189.1504,0.8717427991556637,Medium Sales,9
FDT36,12.3,Low Fat,0.186250852,37.2874,OUT010,Small,Tier 3,Grocery Store,176.437,1.6065617696436478,Low Sales,15
FDH17,16.2,Regular,0.016639482,95.8726,OUT013,High,Tier 3,Supermarket Type1,1076.5986,0.92152242187816,Medium Sales,26
NCL42,18.85,Non-Consumable,0.040599963,244.0144,OUT017,Small,Tier 2,Supermarket Type1,5635.3312,1.0051717122041228,High Sales,6
DRN35,8.01,Low Fat,0.070533748,34.2532,OUT018,Medium,Tier 3,Supermarket Type2,467.3916,0.9334195348361972,Medium Sales,4
FDL21,12.6,Regular,0.01251245,38.748,OUT019,Small,Tier 1,Grocery Store,79.896,1.614810599400301,High Sales,28
FDX07,12.6,Regular,0.022807826,183.495,OUT027,Medium,Tier 3,Supermarket Type3,4577.375,1.046349388562423,High Sales,28
FDW16,17.35,Regular,0.041474232,93.0804,OUT046,Small,Tier 1,Supermarket Type1,826.9236,0.874728790035607,Medium Sales,16
FDS11,12.6,Regular,0.055289464,222.5088,OUT027,Medium,Tier 3,Supermarket Type3,7158.6816,0.9178236845767337,High Sales,28
NCZ54,14.65,Non-Consumable,0.083698962,163.4552,OUT018,Medium,Tier 3,Supermarket Type2,2599.2832,0.935400949430126,High Sales,4
FDH32,12.8,Low Fat,0.076045655,96.541,OUT035,Small,Tier 2,Supermarket Type1,3765.099,0.8745633891011192,High Sales,9
NCQ17,12.6,Non-Consumable,0.116366304,158.363,OUT027,Medium,Tier 3,Supermarket Type3,4068.038,0.8549033385626295,Low Sales,28
FDK38,6.65,Low Fat,0.053279839,147.7734,OUT035,Small,Tier 2,Supermarket Type1,2078.6276,0.9388452698995297,High Sales,9
NCF55,6.675,Non-Consumable,0.021648305,35.6874,OUT013,High,Tier 3,Supermarket Type1,952.7598,0.9982383460251812,High Sales,26
FDW39,6.69,Regular,0.037060755,176.837,OUT018,Medium,Tier 3,Supermarket Type2,1411.496,0.9965173707317584,Medium Sales,4
FDX36,12.6,Regular,0.224607399,223.1404,OUT019,Small,Tier 1,Grocery Store,450.0808,1.531537196360362,Low Sales,28
FDD47,7.6,Regular,0.142699588,171.7448,OUT045,Small,Tier 2,Supermarket Type1,4431.5648,0.8765027644126296,High Sales,11
FDQ46,7.51,Low Fat,0.103726639,110.6544,OUT013,High,Tier 3,Supermarket Type1,1901.5248,0.9982383512781364,High Sales,26
FDE56,12.6,Regular,0.158424516,62.4194,OUT027,Medium,Tier 3,Supermarket Type3,2291.0178,0.9178236893687758,High Sales,28
FDY39,12.6,Regular,0.08234117,185.7608,OUT019,Small,Tier 1,Grocery Store,1470.0864,1.5250621141388494,Medium Sales,28
FDG05,11,Regular,0.087847141,156.863,OUT046,Small,Tier 1,Supermarket Type1,2972.797,1.0150183358520892,Medium Sales,16
NCR54,12.6,Non-Consumable,0.158562708,194.711,OUT019,Small,Tier 1,Grocery Store,196.411,1.6192315950056084,High Sales,28
FDX57,17.25,Regular,0.047458754,95.8068,OUT018,Medium,Tier 3,Supermarket Type2,1263.6884,0.9367570515093905,High Sales,4
FDC17,12.6,Low Fat,0.015385857,208.9928,OUT027,Medium,Tier 3,Supermarket Type3,9678.0688,0.9178236921015107,Medium Sales,28
DRL60,12.6,Low Fat,0.047377447,150.6682,OUT019,Small,Tier 1,Grocery Store,457.4046,1.5315371944572203,Low Sales,28
FDO32,6.36,Low Fat,0.120443298,45.406,OUT013,High,Tier 3,Supermarket Type1,1118.544,0.9288589888771702,High Sales,26
NCO29,11.15,Non-Consumable,0.032229348,163.2526,OUT013,High,Tier 3,Supermarket Type1,1480.0734,0.9215224009259187,Low Sales,26
FDJ36,12.6,Regular,0.127638966,104.5332,OUT027,Medium,Tier 3,Supermarket Type3,2563.33,0.9251308191165496,Low Sales,28
NCF54,18,Non-Consumable,0.047473135,170.5422,OUT045,Small,Tier 2,Supermarket Type1,3103.9596,0.8765027625562948,High Sales,11
FDV04,7.825,Regular,0.149986868,158.8288,OUT035,Small,Tier 2,Supermarket Type1,1414.1592,0.9294568213786878,Medium Sales,9
NCK30,14.85,Non-Consumable,0.102065622,254.2698,OUT010,Small,Tier 3,Grocery Store,1775.6886,1.5560143904515908,High Sales,15
FDX09,12.6,Low Fat,0.114243048,174.937,OUT019,Small,Tier 1,Grocery Store,176.437,1.531537195487261,High Sales,28
FDH53,20.5,Regular,0.019183756,83.7592,OUT013,High,Tier 3,Supermarket Type1,1403.5064,0.9585360522865815,Medium Sales,26
FDT22,10.395,Low Fat,0.112324552,60.622,OUT045,Small,Tier 2,Supermarket Type1,778.986,0.9241603413877869,High Sales,11
DRF25,12.6,Low Fat,0.068153091,36.019,OUT019,Small,Tier 1,Grocery Store,73.238,1.6148105985342116,Low Sales,28
FDG56,13.3,Regular,0.071597469,60.8536,OUT045,Small,Tier 2,Supermarket Type1,918.804,0.9315179223878668,High Sales,11
FDG38,12.6,Regular,0.052473797,83.6224,OUT027,Medium,Tier 3,Supermarket Type3,3494.1184,0.9289635980728337,High Sales,28
FDS34,19.35,Regular,0.076914745,114.8518,OUT045,Small,Tier 2,Supermarket Type1,1707.777,1.001095885721757,High Sales,11
FDP44,16.5,Regular,0.079837509,102.1332,OUT049,Medium,Tier 1,Supermarket Type1,1743.0644,0.9310779335599682,High Sales,14
FDW03,5.63,Regular,0.024520854,102.8306,OUT013,High,Tier 3,Supermarket Type1,1986.0814,0.8740008668132799,Medium Sales,26
FDU25,12.35,Low Fat,0.02678995,58.9246,OUT018,Medium,Tier 3,Supermarket Type2,926.7936,1.0031395443101867,High Sales,4
NCR17,9.8,Non-Consumable,0.024432767,116.4492,OUT045,Small,Tier 2,Supermarket Type1,2780.3808,1.00109588737443,Low Sales,11
FDY39,5.305,Regular,0.047220268,181.9608,OUT018,Medium,Tier 3,Supermarket Type2,2388.8904000000002,0.8745788011790828,Medium Sales,4
FDA03,18.5,Regular,0.045534457,146.3102,OUT049,Medium,Tier 1,Supermarket Type1,3645.255,0.9344762916886564,High Sales,14
FDG58,10.695,Regular,0.08370764455555556,156.1972,OUT046,Small,Tier 1,Supermarket Type1,1869.5664,0.8999999999999999,High Sales,16
NCB19,6.525,Non-Consumable,0.090806457,86.4882,OUT017,Small,Tier 2,Supermarket Type1,1631.8758,0.9275067627084057,High Sales,6
FDI07,12.35,Regular,0.033813351,198.1426,OUT049,Medium,Tier 1,Supermarket Type1,3757.1094,0.9261847778922222,Medium Sales,14
NCS06,7.935,Non-Consumable,0.031730739,261.091,OUT035,Small,Tier 2,Supermarket Type1,2366.919,0.9478131880527821,High Sales,9
FDX03,15.85,Regular,0.102262138,47.1744,OUT010,Small,Tier 3,Grocery Store,90.5488,1.4641166653407902,Medium Sales,15
NCK29,5.615,Non-Consumable,0.0966671574,121.973,OUT046,Small,Tier 1,Supermarket Type1,2463.46,0.7692307692307692,Low Sales,16
FDH16,10.5,Low Fat,0.052511611,90.783,OUT013,High,Tier 3,Supermarket Type1,1258.362,0.9288589898459835,Medium Sales,26
FDA55,12.6,Regular,0.056713056,223.8088,OUT027,Medium,Tier 3,Supermarket Type3,5592.72,0.9178236918958295,High Sales,28
FDS20,8.85,Low Fat,0.053950661,182.7292,OUT049,Medium,Tier 1,Supermarket Type1,4925.5884,1.0006230332193664,High Sales,14
FDS31,13.1,Regular,0.044192372,180.3318,OUT046,Small,Tier 1,Supermarket Type1,2345.6134,1.0510630189698194,High Sales,16
FDA23,12.6,Low Fat,0.046958533,101.3016,OUT027,Medium,Tier 3,Supermarket Type3,2327.6368,0.9251308191802711,Low Sales,28
NCU18,15.1,Non-Consumable,0.055829496,140.2496,OUT035,Small,Tier 2,Supermarket Type1,2681.8424,0.8745633865791117,High Sales,9
FDE11,17.7,Regular,0.13498355,184.4924,OUT013,High,Tier 3,Supermarket Type1,3146.5708,0.8827534200047001,High Sales,26
FDE44,14.65,Low Fat,0.16674708722222223,49.7692,OUT045,Small,Tier 2,Supermarket Type1,837.5764,0.9000000000000001,High Sales,11
FDV51,16.35,Low Fat,0.032538896,165.7842,OUT046,Small,Tier 1,Supermarket Type1,2652.5472,0.9296325928677759,Medium Sales,16
FDK51,19.85,Low Fat,0.005264755,264.5884,OUT017,Small,Tier 2,Supermarket Type1,5829.7448,0.9385429606992637,High Sales,6
FDR36,6.715,Regular,0.121832956,43.5454,OUT045,Small,Tier 2,Supermarket Type1,838.908,0.9315179213605854,Low Sales,11
FDU40,20.85,Low Fat,0.037403973,192.5478,OUT046,Small,Tier 1,Supermarket Type1,2906.217,0.8747287810298122,Medium Sales,16
FDU37,12.6,Regular,0.10400212,79.796,OUT027,Medium,Tier 3,Supermarket Type3,4074.696,0.9203563603559716,High Sales,28
FDV47,17.1,Low Fat,0.054162439,85.3566,OUT013,High,Tier 3,Supermarket Type1,1775.6886,0.9242293589107575,High Sales,26
FDF04,12.6,Low Fat,0.023876708,258.6304,OUT019,Small,Tier 1,Grocery Store,516.6608,1.6191127286648168,Medium Sales,28
FDX16,17.85,Low Fat,0.065797601,147.805,OUT035,Small,Tier 2,Supermarket Type1,1947.465,0.933307520947216,Medium Sales,9
NCL05,19.6,Non-Consumable,0.047857804,45.077,OUT013,High,Tier 3,Supermarket Type1,605.878,0.9487760135179458,Low Sales,26
NCL30,12.6,Non-Consumable,0.048703432,125.9336,OUT027,Medium,Tier 3,Supermarket Type3,7158.6816,0.994231711302377,High Sales,28
NCR06,12.5,Non-Consumable,0.006765149,41.7112,OUT046,Small,Tier 1,Supermarket Type1,383.5008,0.999069733716122,High Sales,16
FDX03,15.85,Regular,0.06121988,45.6744,OUT045,Small,Tier 2,Supermarket Type1,633.8416,0.8765027634975061,Medium Sales,11
FDR32,6.78,Regular,0.07395468533333334,227.4694,OUT046,Small,Tier 1,Supermarket Type1,3197.1716,0.8181818181818183,High Sales,16
FDX04,19.6,Regular,0.041563696,47.6376,OUT035,Small,Tier 2,Supermarket Type1,335.5632,0.9221155175132889,Medium Sales,9
DRH01,17.5,Low Fat,0.098457814,171.7738,OUT017,Small,Tier 2,Supermarket Type1,2432.8332,0.9275067668288475,Low Sales,6
FDO57,20.75,Low Fat,0.108930629,160.9578,OUT045,Small,Tier 2,Supermarket Type1,1444.1202,0.8765027656942427,High Sales,11
FDD11,12.6,Low Fat,0.03046847,254.704,OUT027,Medium,Tier 3,Supermarket Type3,3036.048,0.9450046584214656,High Sales,28
DRM47,9.3,Low Fat,0.073288275,189.1846,OUT010,Small,Tier 3,Grocery Store,382.1692,1.556014386270856,Medium Sales,15
NCC54,17.75,Non-Consumable,0.097692448,242.4196,OUT035,Small,Tier 2,Supermarket Type1,5543.4508,0.8745633900475435,Low Sales,9
FDC45,17,Low Fat,0.135944247,171.5106,OUT049,Medium,Tier 1,Supermarket Type1,1539.9954,0.9268713890483067,High Sales,14
FDW46,12.6,Regular,0.123089128,63.6484,OUT019,Small,Tier 1,Grocery Store,65.2484,1.614810583596688,High Sales,28
